<ανά>γνωστος|n28659
@πυρώδης1|n91890
@πυρώδης2|n91891
@πυρώδης|n91890
@πός1|n85877
@πός2|n85878
@πός|n85877
@πόσις1|n85907
@πόσις2|n85908
@πόσις|n85907
@πότημα1|n85993
@πότημα2|n85994
@πότημα|n85993
@πύλος|n91501
@πύξ1|n91518
@πύξ2|n91519
@πύξ|n91518
@πύρινος1|n91713
@πύρινος2|n91714
@πύρινος|n91713
@πᾶς1|n79904
@πᾶς2|n79905
@πᾶς3|n79906
@πᾶς|n79904
@πῶ1|n91920
@πῶ2|n91922
@πῶ|n91920
@πῶμα1|n91976
@πῶμα2|n91977
@πῶμα|n91976
@σάκος1|n93100
@σάκος2|n93101
@σάκος|n93100
@σάκτας1|n93107
@σάκτας2|n93108
@σάκτας|n93107
@σάραξ1|n93290
@σάραξ2|n93291
@σάραξ|n93290
@σάραπις|n93296
@σάω1|n93486
@σάω2|n93487
@σάω|n93486
@σήρ|n93853
@σαίρω1|n93058
@σαίρω2|n93059
@σαίρω|n93058
@σαβάζω|n92976
@σειράω1|n93556
@σειράω2|n93565
@σειράω|n93556
@σηστός|n93895
@σκάρος1|n94601
@σκάρος2|n94602
@σκάρος|n94601
@σκάφιον1|n94630
@σκάφιον2|n94631
@σκάφιον|n94630
@σκάφος1|n94641
@σκάφος2|n94642
@σκάφος|n94641
@σκαφίς1|n94632
@σκαφίς2|n94633
@σκαφίς|n94632
@σκενδύλη1|n94683
@σκενδύλη2|n101833
@σκενδύλη|n94683
@σκιρράς1|n94936
@σκιρράς2|n94940
@σκιρράς|n94936
@σκνιπός1|n95035
@σκνιπός2|n95036
@σκνιπός|n95035
@σκῖρον2|n94932
@σκῦρος|n95342
@σκῶλος1|n95416
@σκῶλος2|n95417
@σκῶλος|n95416
@σμύρνα|n95540
@σοῦ1|n95612
@σοῦ2|n95613
@σοῦ|n95612
@σπάρτη|n95769
@σπίζω1|n95920
@σπίζω2|n95921
@σπίζω|n95920
@σπίλος1|n95933
@σπίλος2|n95934
@σπίλος|n95933
@σπανός|n95730
@σπιλάς1|n95929
@σπιλάς2|n95930
@σπιλάς3|n95931
@σπιλάς|n95929
@στίβη1|n96777
@στίβη2|n96778
@στίβη|n96777
@στερρός1|n96622
@στερρός2|n96623
@στερρός|n96622
@στεῖρα1|n96415
@στεῖρα2|n96416
@στεῖρα|n96415
@στύπος1|n97399
@στύπος2|n97400
@στύπος|n97399
@στύραξ1|n97418
@στύραξ2|n97419
@στύραξ|n97418
@συβαρίζω|n97473
@συγκαταλέγω1|n97671
@συγκαταλέγω2|n97672
@συγκαταλέγω|n97671
@συγκροτούσιος1|n97916
@συγκροτούσιος2|n97919
@συγκροτούσιος|n97916
@συμπάρειμι1|n98561
@συμπάρειμι2|n98562
@συμπάρειμι|n98561
@συναλίζω1|n99147
@συναλίζω2|n99148
@συναλίζω|n99147
@συναυλία1|n99574
@συναυλία2|n99575
@συναυλία|n99574
@συνείκω1|n99849
@συνείκω2|n99850
@συνείκω3|n99851
@συνείκω|n99849
@συνεράω1|n100370
@συνεράω2|n100371
@συνεράω|n100370
@συννέω1|n100727
@συννέω2|n100728
@συννέω|n100727
@συρίζω|n101251
@συρτός1|n101327
@συρτός2|n101328
@συρτός|n101327
@σφυρίον1|n101764
@σφυρίον2|n101765
@σφυρίον|n101764
@σχοινίς1|n101917
@σχοινίς2|n101918
@σχοινίς|n101917
@σύναυλος1|n99577
@σύναυλος2|n99578
@σύναυλος|n99577
@σύνειμι1|n99858
@σύνειμι2|n99859
@σύνειμι|n99858
@σύννομος1|n100744
@σύννομος2|n100745
@σύννομος|n100744
@σύνοδος1|n100765
@σύνοδος2|n100766
@σύνοδος|n100765
@σύρος|n101284
@σῶς1|n102082
@σῶς2|n102083
@σῶς|n102082
@τ|n97725
@τάριχος1|n102474
@τάριχος2|n102475
@τάριχος|n102474
@τάφος1|n102652
@τάφος2|n102653
@τάφος|n102652
@τέ1|n102753
@τέ2|n102754
@τέ|n102753
@τέμνω1|n103052
@τέμνω2|n103053
@τέμνω|n103052
@τέραμνον1|n103097
@τέραμνον2|n103098
@τέραμνον|n103097
@τίω1|n104117
@τίω2|n104118
@τίω|n104117
@ταμία1|n102261
@ταμία2|n102262
@ταμία|n102261
@τεράμων1|n103100
@τεράμων2|n103101
@τεράμων|n103100
@τετραστάσιον1|n103536
@τετραστάσιον2|n103540
@τετραστάσιον|n103536
@τοι1|n104155
@τοι2|n104156
@τοι|n104155
@τρίβων1|n104841
@τρίβων2|n104842
@τρίβων|n104841
@τραγανός1|n104457
@τραγανός2|n104458
@τραγανός|n104457
@τριχοτομέω1|n105435
@τριχοτομέω2|n105436
@τριχοτομέω|n105435
@τροπόω1|n105533
@τροπόω2|n105534
@τροπόω|n105533
@τροχειλέα1|n105594
@τροχειλέα2|n105615
@τροχειλέα|n105594
@τροχός1|n105638
@τροχός2|n105639
@τροχός|n105638
@τῆδε1|n103763
@τῆδε2|n103764
@τῆδε|n103763
@τῆλις1|n103827
@τῆλις2|n103828
@τῆλις|n103827
@φάβα1|n110036
@φάβα2|n110037
@φάβα|n110036
@φάρος1|n110369
@φάρος2|n110370
@φάσις1|n110400
@φάσις2|n110401
@φάσις|n110400
@φή1|n110621
@φή2|n110622
@φή|n110621
@φανός1|n110257
@φανός2|n110258
@φανός|n110257
@φατός1|n110436
@φατός2|n110437
@φατός|n110436
@φιλεταίρειος1|n110954
@φιλεταίρειος2|n110955
@φιλεταίρειος3|n110956
@φιλεταίρειος|n110954
@φιλόκνισος1|n111232
@φιλόκνισος2|n111233
@φιλόκνισος|n111232
@φλέξις1|n111759
@φλέξις2|n111760
@φλέξις|n111759
@φρύγιος1|n112424
@φρύγιος2|n112425
@φρύγιος|n112424
@φρύξ1|n112443
@φρύξ2|n112444
@φρύξ|n112443
@φυσίωσις1|n112722
@φυσίωσις2|n112723
@φυσίωσις|n112722
@φυσιόω1|n112718
@φυσιόω2|n112719
@φυσιόω|n112718
@φόρκυς1|n112120
@φόρκυς2|n112121
@φόρκυς|n112120
@χάρμη1|n113421
@χάρμη2|n113422
@χάρμη3|n113423
@χάρμη|n113421
@χέω|n113864
@χείμερος|n113548
@χείρων|n113711
@χειμάζω|n113530
@χειρόω1|n113648
@χειρόω2|n113709
@χειρόω|n113648
@χοῦς1|n114534
@χοῦς2|n114535
@χοῦς|n114534
@χράομαι|n114548
@χράω1|n114552
@χράω2|n114553
@χράω|n114552
@χρεῖος1|n114560
@χρεῖος2|n114561
@χρεῖος|n114560
@χρόα1|n114727
@χρόα2|n114728
@χρόα|n114727
@χρῄζω1|n114619
@χρῄζω2|n114620
@χρῄζω|n114619
@χωρέω|n115201
@χωρισμός|n115217
@χῶνος1|n115190
@χῶνος2|n115191
@χῶνος|n115190
@χῶρος1|n115235
@χῶρος2|n115236
@χῶρος|n115235
@ψ|n115251
@ψέγω1|n115391
@ψέγω2|n115392
@ψέγω|n115391
@ψέλλιον1|n115414
@ψέλλιον2|n115421
@ψέλλιον|n115414
@ψίλαξ1|n115719
@ψίλαξ2|n115720
@ψίλαξ|n115719
@ψαρός1|n115360
@ψαρός2|n115361
@ψαρός|n115360
@ψευδόχρυσος1|n115583
@ψευδόχρυσος2|n115584
@ψευδόχρυσος|n115583
@ϊος2|n79574
@ἀ1|n1
@ἀ2|n2
@ἀ|n1
@ἀΐω1|n2812
@ἀΐω2|n2813
@ἀΐω|n2812
@ἀγή1|n488
@ἀγή2|n489
@ἀγή|n488
@ἀγήρατος1|n504
@ἀγήρατος2|n505
@ἀγήρατος|n504
@ἀγαῖος1|n275
@ἀγαῖος2|n276
@ἀγαῖος|n275
@ἀγώνιος1|n1100
@ἀγώνιος2|n1101
@ἀγώνιος|n1100
@ἀδεής1|n1166
@ἀδεής2|n1167
@ἀδεής|n1166
@ἀκέω1|n3128
@ἀκέω2|n3129
@ἀκέω|n3128
@ἀκή1|n3131
@ἀκή2|n3132
@ἀκή3|n3133
@ἀκή|n3131
@ἀκήριος1|n3152
@ἀκήριος2|n3153
@ἀκήριος|n3152
@ἀκακία1|n2859
@ἀκακία2|n2860
@ἀκακία|n2859
@ἀκρασία1|n3413
@ἀκρασία2|n3414
@ἀκρασία|n3413
@ἀκρόνυχος1|n3600
@ἀκρόνυχος2|n3601
@ἀκρόνυχος|n3600
@ἀκτή1|n3727
@ἀκτή2|n3728
@ἀκτή|n3727
@ἀκύμων1|n3772
@ἀκύμων2|n3773
@ἀκύμων|n3772
@ἀλέκτωρ1|n3987
@ἀλέκτωρ2|n3988
@ἀλέκτωρ|n3987
@ἀλέω1|n4062
@ἀλέω2|n4063
@ἀλέω|n4062
@ἀλεάζω1|n3916
@ἀλεάζω2|n3917
@ἀλεάζω|n3916
@ἀλητός1|n4121
@ἀλητός2|n4122
@ἀλητός|n4121
@ἀλλ᾽1|n4389
@ἀλλ᾽2|n4390
@ἀλλ᾽|n4389
@ἀμάω1|n5011
@ἀμάω2|n5012
@ἀμάω|n5011
@ἀμία1|n5260
@ἀμία2|n5261
@ἀμία|n5260
@ἀμελής1|n5132
@ἀμελής2|n5133
@ἀμελής|n5132
@ἀμμορία1|n5334
@ἀμμορία2|n5335
@ἀμμορία|n5334
@ἀμοργός1|n5431
@ἀμοργός2|n5432
@ἀνάξιος1|n7114
@ἀνάξιος2|n7115
@ἀνάξιος|n7114
@ἀνέκαθεν1|n8125
@ἀνέκαθεν2|n8130
@ἀνέκαθεν|n8125
@ἀνήνιος1|n8654
@ἀνήνιος2|n8655
@ἀνήνιος|n8654
@ἀναθύω1|n6578
@ἀναθύω2|n6579
@ἀναθύω|n6578
@ἀναλύω1|n6948
@ἀναλύω2|n6949
@ἀναλύω|n6948
@ἀναξία1|n7104
@ἀναξία2|n7105
@ἀναξία|n7104
@ἀνδρακάς1|n7883
@ἀνδρακάς2|n7884
@ἀνδρακάς|n7883
@ἀνεκκλησίαστος1|n8144
@ἀνεκκλησίαστος2|n8145
@ἀνεκκλησίαστος|n8144
@ἀντίον1|n10223
@ἀντίον2|n10224
@ἀντίον|n10223
@ἀνώϊστος1|n10937
@ἀνώϊστος2|n10938
@ἀνώϊστος|n10937
@ἀξιόθεος1|n11028
@ἀξιόθεος2|n11029
@ἀξιόθεος|n11028
@ἀπέρατος1|n11890
@ἀπέρατος2|n11891
@ἀπέρατος|n11890
@ἀπαμάω1|n11342
@ἀπαμάω2|n11343
@ἀπαμάω|n11342
@ἀπείρατος1|n11719
@ἀπείρατος2|n11720
@ἀπείρατος|n11719
@ἀπείρων1|n11769
@ἀπείρων2|n11770
@ἀπείρων|n11769
@ἀπειλέω1|n11699
@ἀπειλέω2|n11700
@ἀπειλέω|n11699
@ἀπειρία1|n11728
@ἀπειρία2|n11729
@ἀπειρία|n11728
@ἀπλυσία1|n12223
@ἀπλυσία2|n12224
@ἀπλυσία|n12223
@ἀποδέω1|n12450
@ἀποδέω2|n12451
@ἀποδέω|n12450
@ἀποκλάζω1|n12838
@ἀποκλάζω2|n12839
@ἀποκλάζω|n12838
@ἀποκλάω1|n12846
@ἀποκλάω2|n12847
@ἀποκλάω|n12846
@ἀπονέω1|n13289
@ἀπονέω2|n13290
@ἀπονέω|n13289
@ἀπορέω1|n13568
@ἀπορέω2|n13569
@ἀπορέω|n13568
@ἀπρόσκοπος1|n14488
@ἀπρόσκοπος2|n14489
@ἀπρόσκοπος|n14488
@ἀπόπλοος1|n13459
@ἀπόπλοος2|n13460
@ἀπόπλοος|n13459
@ἀπότοκος1|n14077
@ἀπότοκος2|n14078
@ἀπότοκος|n14077
@ἀπόφασις1|n14189
@ἀπόφασις2|n14190
@ἀπόφασις|n14189
@ἀργός1|n14816
@ἀργός2|n14817
@ἀργός|n14816
@ἀρκτικός1|n15192
@ἀρκτικός2|n15193
@ἀρκτικός3|n15194
@ἀρκτικός|n15192
@ἀρύω1|n15822
@ἀρύω2|n15823
@ἀρύω|n15822
@ἀσφάραγος1|n16884
@ἀσφάραγος2|n16885
@ἀσφάραγος|n16884
@ἀφυλακτέω1|n18566
@ἀφυλακτέω2|n18567
@ἀφυλακτέω|n18566
@ἀχέω1|n18686
@ἀχέω2|n18687
@ἀχέω|n18686
@ἁλία1|n4135
@ἁλία2|n4136
@ἁλία|n4135
@ἁλίζω1|n4186
@ἁλίζω2|n4187
@ἁλίζω|n4186
@ἁμός1|n5446
@ἁμός2|n5447
@ἁμός|n5446
@ἄατος1|n28
@ἄατος2|n29
@ἄατος|n28
@ἄβιος1|n90
@ἄβιος2|n91
@ἄβιος|n90
@ἄγη1|n487
@ἄγη2|n490
@ἄγη|n487
@ἄγος1|n797
@ἄγος2|n798
@ἄγος|n797
@ἄγχουρος1|n1074
@ἄγχουρος2|n1075
@ἄγχουρος|n1074
@ἄγωνος1|n1118
@ἄγωνος2|n1119
@ἄγωνος|n1118
@ἄδεια1|n1169
@ἄδεια2|n1170
@ἄδεια|n1169
@ἄζω1|n1839
@ἄζω2|n1840
@ἄζω|n1839
@ἄητος1|n1880
@ἄητος2|n1881
@ἄητος|n1880
@ἄθεος1|n1940
@ἄθεος2|n1941
@ἄθεος|n1940
@ἄκων1|n3800
@ἄκων2|n3801
@ἄκων|n3800
@ἄλευρον1|n4052
@ἄλευρον2|n4053
@ἄλευρον|n4052
@ἄληκτος1|n4096
@ἄληκτος2|n4097
@ἄληκτος|n4096
@ἄλληκτος1|n4395
@ἄλληκτος2|n4396
@ἄλληκτος|n4395
@ἄλλην1|n4431
@ἄλλην2|n4432
@ἄλλην|n4431
@ἄλογχος1|n4604
@ἄλογχος2|n4605
@ἄλογχος|n4604
@ἄμαλλος1|n4890
@ἄμαλλος2|n4891
@ἄμαλλος|n4890
@ἄμμος1|n5337
@ἄμμος2|n5338
@ἄμμος|n5337
@ἄν1|n6207
@ἄν2|n6208
@ἄν3|n6209
@ἄν4|n6210
@ἄν|n6207
@ἄνα1|n6214
@ἄνα2|n6215
@ἄνα|n6214
@ἄναλτος1|n6939
@ἄναλτος2|n6940
@ἄναλτος|n6939
@ἄναυλος1|n7691
@ἄναυλος2|n7692
@ἄναυλος|n7691
@ἄναυρος|n7703
@ἄνθημα1|n8750
@ἄνθημα2|n8751
@ἄνθημα|n8750
@ἄνθος1|n8817
@ἄνθος2|n8818
@ἄνθος|n8817
@ἄνοδος1|n9127
@ἄνοδος2|n9128
@ἄνοδος|n9127
@ἄνω1|n10922
@ἄνω2|n10923
@ἄνω|n10922
@ἄοζος1|n11102
@ἄοζος2|n11103
@ἄοζος|n11102
@ἄπειμι1|n11709
@ἄπειμι2|n11710
@ἄπειμι|n11709
@ἄπειρος1|n11760
@ἄπειρος2|n11761
@ἄπειρος|n11760
@ἄπιος1|n12126
@ἄπιος2|n12127
@ἄπιος|n12126
@ἄρκιος1|n15181
@ἄρκιος2|n15182
@ἄρκιος|n15181
@ἄρκος1|n15184
@ἄρκος2|n15185
@ἄρκος|n15184
@ἄρμα1|n15215
@ἄρμα2|n15216
@ἄρμα|n15215
@ἄρωμα1|n16060
@ἄρωμα2|n16061
@ἄρωμα|n16060
@ἄσκοπος1|n16297
@ἄσκοπος2|n16298
@ἄσκοπος|n16297
@ἄτλας|n17106
@ἄττα1|n17245
@ἄττα2|n17246
@ἄττα|n17245
@ἄφθα1|n18295
@ἄφθα2|n18296
@ἄφθα|n18295
@ἄω1|n18913
@ἄω2|n18914
@ἄω3|n18915
@ἄω|n18913
@ἄωρος1|n18937
@ἄωρος2|n18938
@ἄωρος3|n18939
@ἄωρος|n18937
@ἅδος1|n1460
@ἅδος2|n1461
@ἅδος|n1460
@ἅλιος1|n4235
@ἅλιος2|n4236
@ἅλιος3|n4237
@ἅλιος|n4235
@ἅλς1|n4670
@ἅλς2|n4671
@ἅλς|n4670
@ἆσαι1|n16078
@ἆσαι2|n16079
@ἆσαι|n16078
@Ἀμοργός|n5433
@Ἄναυρος|n7704
@Ἄρειος1|n14935
@Ἄρειος2|n14936
@Ἄρειος|n14935
@Ἄτλας|n17105
@ἐγχείη1|n30545
@ἐγχείη2|n30546
@ἐγχείη|n30545
@ἐκθειόω1|n31998
@ἐκθειόω2|n31999
@ἐκθειόω|n31998
@ἐλελίζω1|n33574
@ἐλελίζω2|n33575
@ἐλελίζω|n33574
@ἐμβαδόν1|n33946
@ἐμβαδόν2|n33947
@ἐμβαδόν|n33946
@ἐμπλάζω1|n34368
@ἐμπλάζω2|n34369
@ἐμπλάζω|n34368
@ἐναύω1|n35070
@ἐναύω2|n35071
@ἐναύω3|n35072
@ἐναύω|n35070
@ἐνδέω1|n35167
@ἐνδέω2|n35168
@ἐνδέω|n35167
@ἐνδαίω1|n35090
@ἐνδαίω2|n35091
@ἐνδαίω|n35090
@ἐνδεύω1|n35162
@ἐνδεύω2|n35163
@ἐνδεύω|n35162
@ἐνναέτης1|n35757
@ἐνναέτης2|n35758
@ἐνναέτης|n35757
@ἐννεάχειλος1|n35822
@ἐννεάχειλος2|n35823
@ἐννεάχειλος|n35822
@ἐξαμάω1|n36683
@ἐξαμάω2|n36684
@ἐξαμάω|n36683
@ἐξαύω1|n37010
@ἐξαύω2|n37011
@ἐξαύω3|n37012
@ἐξαύω|n37010
@ἐξερέω1|n37178
@ἐξερέω2|n37179
@ἐξερέω|n37178
@ἐξορίζω1|n37588
@ἐξορίζω2|n37589
@ἐξορίζω|n37588
@ἐπίλογχος1|n40078
@ἐπίλογχος2|n40079
@ἐπίλογχος|n40078
@ἐπίπλοος1|n40556
@ἐπίπλοος2|n40557
@ἐπίπλοος3|n40558
@ἐπίπλοος|n40556
@ἐπίσκοπος1|n40888
@ἐπίσκοπος2|n40889
@ἐπίσκοπος|n40888
@ἐπιδέω1|n39180
@ἐπιδέω2|n39181
@ἐπιδέω|n39180
@ἐπιδαίομαι1|n39098
@ἐπιδαίομαι2|n39099
@ἐπιδαίομαι|n39098
@ἐπιθύω1|n39506
@ἐπιθύω2|n39507
@ἐπιθύω|n39506
@ἐπικλείω1|n39739
@ἐπικλείω2|n39740
@ἐπικλείω|n39739
@ἐπιλιπής1|n40055
@ἐπιλιπής2|n40056
@ἐπιλιπής|n40055
@ἐπινέω1|n40314
@ἐπινέω2|n40315
@ἐπινέω3|n40316
@ἐπινέω|n40314
@ἐπιπάρειμι1|n40437
@ἐπιπάρειμι2|n40438
@ἐπιπάρειμι|n40437
@ἐπιστροφίς1|n41090
@ἐπιστροφίς2|n41091
@ἐπιστροφίς|n41090
@ἐπιτέλλω1|n41295
@ἐπιτέλλω2|n41296
@ἐπιτέλλω|n41295
@ἐπιφάνεια1|n41483
@ἐπιφάνεια2|n41484
@ἐπιφάνεια|n41483
@ἐπιχράω1|n41659
@ἐπιχράω2|n41660
@ἐπιχράω3|n41661
@ἐπιχράω|n41659
@ἐπὶ1|n37962
@ἐπὶ2|n105151
@ἐπὶ3|n114425
@ἐπὶ|n37962
@ἐράω1|n42155
@ἐράω2|n42156
@ἐράω|n42155
@ἐρέω1|n42358
@ἐρέω2|n42359
@ἐρέω3|n42360
@ἐρέω|n42358
@ἐρεύγομαι1|n42328
@ἐρεύγομαι2|n42329
@ἐρεύγομαι|n42328
@ἐρινάς1|n42476
@ἐρινάς2|n42477
@ἐρινάς|n42476
@ἐρύω1|n42818
@ἐρύω2|n42821
@ἐρύω|n42818
@ἐσσήν1|n42954
@ἐσσήν2|n42955
@ἐσσήν|n42954
@ἐτός1|n43292
@ἐτός2|n43293
@ἐτός|n43292
@ἐφόρμησις1|n45837
@ἐφόρμησις2|n45838
@ἐφόρμησις|n45837
@ἐφ᾽1|n45856
@ἐφ᾽2|n45873
@ἐφ᾽|n45856
@ἑκάτη|n31614
@ἔα1|n29857
@ἔα2|n29858
@ἔα|n29857
@ἔαρ1|n29865
@ἔαρ2|n29866
@ἔαρ|n29865
@ἔκλογος1|n32396
@ἔκλογος2|n32397
@ἔκλογος|n32396
@ἔλεγχος1|n33537
@ἔλεγχος2|n33538
@ἔλεγχος|n33537
@ἔμπαιος1|n34207
@ἔμπαιος2|n34208
@ἔμπαιος|n34207
@ἔμπας1|n34237
@ἔμπας2|n34238
@ἔμπας|n34237
@ἔμπασις1|n34240
@ἔμπασις2|n34241
@ἔμπασις|n34240
@ἔμπεδος1|n34259
@ἔμπεδος2|n34260
